user_id,follow_pred,tweet_pred,label
727599735511490560,0.13318980038534875,0.3703470230102539,0
1237494489159208967,0.033672524650915366,1.006734848022461,0
1169826541183782912,0.5218139364028402,0.5869937539100647,0
143350695,0.053832420662459975,-3.3149638175964355,0
296410310,0.04804727023143738,-0.7093577980995178,0
988380055968665600,0.09675846867452656,2.1575582027435303,0
16024323,0.00036668567394933406,0.4591251313686371,0
363529473,0.22049540060005526,0.9729618430137634,0
4551798614,0.1290264129735453,1.9928797483444207,0
2898941057,0.2457999408682693,1.334091305732727,0
1064699303397130240,0.3045126376472676,2.2279088497161865,0
1018182129086291968,0.11868684217828762,2.0590775012969966,0
3798214512,0.10522867145784416,2.1624228954315186,0
410151321,0.006722205318211202,2.010173082351685,0
3363516911,0.1401646310862103,1.390597581863403,0
28763613,0.06891508934976112,-1.323733925819397,0
745027578801491969,0.06197661125165255,0.1866600215435028,0
4720908078,0.01819018299613118,-1.9677170515060425,0
942500570304262145,0.423971894752772,-0.22274722158908844,0
796532256915542016,0.1816186014164416,0.7664633989334106,0
19471651,0.010505808484895402,0.18888311088085166,0
4421977275,0.011551707685063342,1.1349331140518188,0
201551945,0.0005656657924746921,1.9255808591842647,0
63112528,0.009125024311509735,-1.640434503555298,0
1706101310,0.0015548630450848398,2.041827917098999,0
27938182,0.4771283792716706,1.7314920425415041,0
24058779,0.004897264512899654,0.5237428545951843,0
1476133082,0.10189627599960076,-1.108918070793152,0
57979327,0.11495870316230275,1.857901096343994,0
18245875,0.0885549563071483,-0.7777336835861206,0
4178587745,0.3913990248244132,-3.3687741756439213,0
981444908006469632,0.9312187835357436,2.021547794342041,0
749948269934116864,0.9993806701280604,0.3808874785900116,0
892704216,0.0011982204137135082,-0.4734836518764496,0
1029977214803238914,0.9185995783809672,-1.7477045059204102,0
19964117,0.17751086486908071,0.5164882540702821,0
2563616719,0.04758421901727842,0.13076786696910858,0
281628104,0.1119503847998183,-0.3597618639469147,0
47412686,0.04154085237551762,1.7537573575973509,0
983930727317241856,0.06751962565749321,1.8999345302581787,0
2616105211,0.017893264999933427,-0.8988671302795409,0
2512751221,0.07588400714204385,-0.6988232731819153,0
4549964292,0.02219213553961568,-3.376633405685425,0
934822800837275649,0.3168205362309773,1.0486626625061035,0
825842890718969858,0.055021464967571404,-1.4069920778274536,0
20338981,0.08240849710911723,-3.3240752220153813,0
2864164252,0.17268581774834454,0.11126237362623216,0
988917162118123520,0.236915467868602,2.1883931159973145,0
853608883536965632,0.046265399619539856,-1.0290046930313108,0
455429947,0.8203547757437888,-0.8014376163482666,0
